run_id,firm_id,rank,company,relative_timepoint,target_year,snapshot_status,pages_attempted,pages_fetch_success,pages_fetch_failed,pages_extraction_usable,pages_branding_eligible,pages_governance_metadata,pages_excluded_legal_technical,pages_duplicate,pages_excluded,avg_text_chars,flags
508f1903-71e7-4aab-aba6-000fed4d8b7d,21,21,FREUDENBERG GROUP,post_post_event,2016,selected,25,23,2,22,20,1,0,1,3,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,22,ANDREAS STIHL AG & CO. KG,pre_pre_event,2018,selected,25,23,2,23,17,0,2,4,2,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,22,ANDREAS STIHL AG & CO. KG,pre_event,2020,selected,25,23,2,23,18,0,3,3,2,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,22,ANDREAS STIHL AG & CO. KG,event,2022,beyond_tolerance,1,1,0,0,0,0,0,1,1,,"[""duplicate_content_flag"", ""likely_navigation_only"", ""soft_404_flag""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,22,ANDREAS STIHL AG & CO. KG,post_event,2024,beyond_tolerance,1,1,0,0,0,0,0,1,1,,"[""duplicate_content_flag"", ""likely_navigation_only"", ""soft_404_flag""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,22,22,ANDREAS STIHL AG & CO. KG,post_post_event,2026,beyond_tolerance,1,1,0,0,0,0,0,1,1,,"[""duplicate_content_flag"", ""likely_navigation_only"", ""soft_404_flag""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,23,VAILLANT GROUP,pre_pre_event,2014,selected,25,8,17,8,8,2,0,14,17,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,23,VAILLANT GROUP,pre_event,2016,selected,25,22,3,21,19,1,1,0,4,,"[""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,23,VAILLANT GROUP,event,2018,selected,25,17,8,16,16,0,7,6,9,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,23,VAILLANT GROUP,post_event,2020,selected,25,24,1,23,23,0,0,0,2,,"[""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,23,23,VAILLANT GROUP,post_post_event,2022,selected,25,23,2,23,21,0,1,0,2,,"[""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,pre_pre_event,2019,selected,1,1,0,0,0,0,0,0,1,0.0,"[""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,pre_event,2021,selected,1,1,0,0,0,0,0,0,1,0.0,"[""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,event,2023,selected,1,1,0,0,0,0,0,0,1,0.0,"[""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,post_event,2025,selected,6,6,0,6,2,1,3,0,0,3680.0,
508f1903-71e7-4aab-aba6-000fed4d8b7d,24,24,VIESSMANN CLIMATE SOLUTIONS / VIESSMANN GROUP,post_post_event,2027,future_unavailable,1,1,0,0,0,0,0,1,1,,"[""duplicate_content_flag"", ""likely_navigation_only"", ""soft_404_flag""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,25,25,BIRKENSTOCK GROUP,pre_pre_event,2017,selected,25,24,1,24,22,0,0,2,1,,"[""duplicate_content_flag"", ""likely_navigation_only""]"
508f1903-71e7-4aab-aba6-000fed4d8b7d,25,25,BIRKENSTOCK GROUP,pre_event,2019,selected,25,24,1,24,23,0,0,1,1,2204.5,"[""duplicate_content_flag""]"
